year,C1,C1_NM,C1_NM_ENG,total_population,child_population,working_age_population,older_population,older_share,working_age_share,child_share
2023,52110,전주시,Jeonju-si,642727,77741,453369,111617,17.37,70.54,12.1
2024,52110,전주시,Jeonju-si,635651,73894,444262,117495,18.48,69.89,11.62
2008,52111,완산구,Wansan-gu,352259,69658,250680,31921,9.06,71.16,19.77
2009,52111,완산구,Wansan-gu,352737,66840,253042,32855,9.31,71.74,18.95
2010,52111,완산구,Wansan-gu,357919,64652,259074,34193,9.55,72.38,18.06
2011,52111,완산구,Wansan-gu,362636,62750,263940,35946,9.91,72.78,17.3
2012,52111,완산구,Wansan-gu,363986,60475,265411,38100,10.47,72.92,16.61
2013,52111,완산구,Wansan-gu,363694,57821,265998,39875,10.96,73.14,15.9
2014,52111,완산구,Wansan-gu,364872,56197,266872,41803,11.46,73.14,15.4
2015,52111,완산구,Wansan-gu,365605,53882,267766,43957,12.02,73.24,14.74
2016,52111,완산구,Wansan-gu,361845,51253,265268,45324,12.53,73.31,14.16
2017,52111,완산구,Wansan-gu,359012,49191,262401,47420,13.21,73.09,13.7
2018,52111,완산구,Wansan-gu,345065,44378,252079,48608,14.09,73.05,12.86
2019,52111,완산구,Wansan-gu,338839,41939,245983,50917,15.03,72.6,12.38
2020,52111,완산구,Wansan-gu,339718,41291,244520,53907,15.87,71.98,12.15
2021,52111,완산구,Wansan-gu,335804,39440,240253,56111,16.71,71.55,11.74
2022,52111,완산구,Wansan-gu,332573,37660,236333,58580,17.61,71.06,11.32
2023,52111,완산구,Wansan-gu,327178,35407,230744,61027,18.65,70.53,10.82
2024,52111,완산구,Wansan-gu,321910,33193,224480,64237,19.95,69.73,10.31
2008,52113,덕진구,Deokjin-gu,279273,54730,199126,25417,9.1,71.3,19.6
2009,52113,덕진구,Deokjin-gu,282270,53381,202507,26382,9.35,71.74,18.91
2010,52113,덕진구,Deokjin-gu,283606,51673,204566,27367,9.65,72.13,18.22
2011,52113,덕진구,Deokjin-gu,283258,49741,204914,28603,10.1,72.34,17.56
2012,52113,덕진구,Deokjin-gu,284877,48524,206019,30334,10.65,72.32,17.03
2013,52113,덕진구,Deokjin-gu,286388,47463,207064,31861,11.13,72.3,16.57
2014,52113,덕진구,Deokjin-gu,288005,46293,208289,33423,11.61,72.32,16.07
2015,52113,덕진구,Deokjin-gu,286677,44282,207404,34991,12.21,72.35,15.45
2016,52113,덕진구,Deokjin-gu,289899,44273,209395,36231,12.5,72.23,15.27
2017,52113,덕진구,Deokjin-gu,289952,43585,208630,37737,13.01,71.95,15.03
2018,52113,덕진구,Deokjin-gu,306026,46718,219353,39955,13.06,71.68,15.27
2019,52113,덕진구,Deokjin-gu,315555,47769,225542,42244,13.39,71.47,15.14
2020,52113,덕진구,Deokjin-gu,317714,47113,225946,44655,14.06,71.12,14.83
2021,52113,덕진구,Deokjin-gu,321465,46649,227942,46874,14.58,70.91,14.51
